RowNumber,P_hat_test,Exited
7402,0.282379792,0
2362,0.282287771,0
7657,0.28218537,0
8765,0.28209845,0
2898,0.282076109,0
4655,0.281918962,1
2722,0.28176449,1
4201,0.281694817,0
4633,0.281694817,0
9405,0.281694817,0
4512,0.281502473,1
6003,0.281333067,0
9864,0.281253799,1
2248,0.281239408,0
4321,0.281221374,0
677,0.281182416,0
3305,0.281130223,0
5692,0.281120728,0
3057,0.281040381,0
1928,0.280934029,0
335,0.280904038,0
5713,0.280805809,1
7663,0.280668343,1
9741,0.280591123,0
9414,0.280524785,0
7576,0.280451529,0
3465,0.280419039,0
6925,0.280287492,0
810,0.280137363,0
8850,0.280065803,0
8477,0.280060178,0
2988,0.280039987,1
515,0.279902598,1
9632,0.279729859,0
5541,0.279712046,1
5520,0.279662743,1
4383,0.279628418,0
5062,0.279611845,0
110,0.279517728,1
3900,0.279465197,0
3830,0.279400538,0
6351,0.279399791,0
4152,0.279387281,1
2888,0.279366657,0
5040,0.279316361,0
3631,0.279312512,0
8006,0.27928737,0
2737,0.279251948,0
6232,0.279100312,1
8322,0.278786972,0
796,0.27876434,0
7400,0.278741108,0
7006,0.27873809,0
364,0.278670073,0
393,0.278567312,1
2278,0.278447111,0
1675,0.278359558,1
2249,0.278300542,0
2014,0.278143817,0
6537,0.278087596,0
5633,0.277996617,1
9019,0.277983176,0
436,0.277921699,0
2001,0.277895669,0
1285,0.277859421,0
7522,0.27772503,0
1432,0.277625788,0
7838,0.277625788,1
9910,0.277602376,0
3468,0.277370461,0
3043,0.277159912,0
8614,0.27712327,0
7722,0.277087937,0
5270,0.277062819,1
2052,0.277032311,0
1517,0.276946947,0
3206,0.276927089,1
8199,0.276911357,1
2263,0.276757415,1
5265,0.276736747,1
6051,0.276633021,0
6252,0.276411504,0
3190,0.276378913,0
3419,0.276378913,0
6647,0.276378913,0
6988,0.276207819,0
583,0.276019933,0
4335,0.276019933,0
6522,0.275937342,0
2629,0.275920644,1
9152,0.27591854,0
3021,0.275892374,0
3148,0.275608541,0
3212,0.275475511,0
3015,0.275252878,0
346,0.275222501,0
7238,0.275222501,0
7552,0.275219948,0
6108,0.275109481,0
7880,0.275036177,0
7104,0.274995243,1
2762,0.27495155,0
505,0.274865881,0
5643,0.274865881,0
3059,0.274864451,0
3412,0.274757689,0
8944,0.274716289,0
661,0.274701775,0
5871,0.27464503,0
683,0.274525166,0
8876,0.274429437,0
1488,0.274338519,1
3279,0.274185418,0
9964,0.274094322,0
9451,0.27397564,0
6799,0.273887819,0
640,0.273778453,0
9704,0.2737448,0
2920,0.273713405,0
8164,0.273553707,1
759,0.273506869,0
5984,0.273397342,0
800,0.273383018,0
7388,0.273275149,0
2620,0.273255795,1
6963,0.273241339,0
5867,0.273222889,1
1383,0.273169187,0
5156,0.273169187,0
8388,0.273151901,0
923,0.273067022,1
4295,0.273018204,0
6985,0.272982447,1
1771,0.272952404,1
7497,0.272906996,0
6462,0.272824019,0
9122,0.272814227,0
4102,0.272812803,0
4317,0.272779459,1
1308,0.272712145,0
7633,0.272610261,0
3182,0.272530125,0
7270,0.272514183,1
8269,0.272420703,0
9557,0.27235906,1
9734,0.272356134,0
6164,0.272301402,0
2431,0.272277208,1
4181,0.272245555,0
5221,0.272214797,1
5310,0.27213792,0
5751,0.272043664,1
1584,0.272021156,1
1148,0.27186362,0
7426,0.271739461,1
8623,0.271733445,0
844,0.27166713,1
9478,0.27166713,1
2590,0.271621151,0
5108,0.271495102,0
822,0.27145877,0
521,0.271301499,1
8824,0.271274205,0
555,0.271060222,0
654,0.270899654,1
8779,0.270862295,0
4378,0.27084702,1
2683,0.27075627,0
7282,0.270736585,1
3118,0.270715435,0
9121,0.270640816,0
6113,0.270613534,0
1863,0.270577369,1
5606,0.270496356,0
7477,0.270410098,0
298,0.270335475,1
5618,0.270232342,1
8698,0.270203634,0
8321,0.27000368,0
1138,0.269982829,0
7116,0.269982829,0
8628,0.269982829,0
8368,0.269834655,0
92,0.269671774,0
1714,0.269618002,0
9866,0.269529141,0
6774,0.269509327,0
5243,0.269474115,1
682,0.269455166,0
308,0.26939817,0
6342,0.269346817,0
1608,0.269175748,0
8823,0.269175748,0
5603,0.269142527,0
1951,0.268895879,1
2864,0.268843236,0
6388,0.268843236,0
9779,0.268843236,0
6736,0.268770689,1
5861,0.268742353,0
7193,0.268676012,0
2043,0.268594938,0
2085,0.26858108,1
579,0.26849182,0
993,0.268409854,0
8546,0.268406238,0
2271,0.26834703,1
5387,0.268330322,1
149,0.268286922,0
4511,0.268215286,0
7399,0.268195342,1
9939,0.268157384,0
2788,0.267964058,1
6343,0.26784409,0
760,0.267839067,0
4603,0.267824539,0
1353,0.267754966,1
4571,0.267684895,0
9034,0.267540106,0
2688,0.267478854,0
6541,0.267431485,0
5396,0.267359712,0
3727,0.267350446,1
302,0.267277728,0
5343,0.267231002,0
5572,0.267176598,1
1677,0.267170021,1
4924,0.267160461,0
4242,0.267150918,0
4228,0.266937254,0
718,0.266819994,0
848,0.266819994,0
3894,0.266819994,0
6812,0.266819994,0
6741,0.266733084,0
1211,0.266719333,1
4075,0.26671235,0
4259,0.266557513,0
3601,0.266468857,1
3450,0.266372826,0
690,0.266224639,0
9770,0.266192717,0
7162,0.266178558,0
3235,0.266020324,1
6217,0.266020324,0
9045,0.266020324,1
9182,0.266020324,0
9449,0.265967826,0
6021,0.265939085,0
7944,0.265930701,1
3521,0.265688893,1
7559,0.265559597,1
6997,0.265512888,0
940,0.265293653,0
2894,0.265239799,0
120,0.265236128,0
882,0.265154805,1
4369,0.26514153,0
118,0.264806464,0
2323,0.264806464,0
4509,0.264806464,0
1393,0.26474082,0
8767,0.264699142,0
2228,0.264670089,0
5512,0.264514296,0
9466,0.264457021,0
8048,0.264359733,0
3056,0.264313598,0
2371,0.264309599,0
520,0.264113667,0
7879,0.264075633,1
6409,0.263915265,0
1844,0.263724625,0
8615,0.263688325,0
5071,0.263680829,0
5414,0.263680829,0
4541,0.263603768,0
8422,0.263523101,0
5571,0.263508765,1
686,0.263507272,1
4939,0.263482235,0
1748,0.263367559,0
4123,0.263361292,0
5014,0.263333731,1
6595,0.263333731,1
9991,0.263066429,0
8311,0.262898662,0
3011,0.262887193,1
4225,0.262887193,1
4748,0.262885802,0
3173,0.262846758,0
7381,0.262796444,0
5539,0.262792148,0
3547,0.262764383,0
853,0.262741891,0
5357,0.262711276,1
2016,0.262681855,0
277,0.262539378,1
1643,0.262539378,0
3642,0.262539378,0
2230,0.262412396,0
9853,0.262264206,1
6512,0.262257894,1
9572,0.262212122,1
8295,0.262188086,0
6449,0.262096268,0
4037,0.262010722,1
8923,0.261964998,0
7248,0.261845409,1
5690,0.261777266,0
4130,0.26176681,1
3078,0.261745805,0
9027,0.261509885,0
2839,0.261446564,0
3205,0.261380762,1
5298,0.261372457,1
7540,0.261097632,0
7686,0.26082005,0
2389,0.260797526,1
3127,0.260689531,0
2786,0.260576863,1
5811,0.26056547,0
6634,0.26056547,1
7520,0.26056547,0
5498,0.260285438,0
855,0.260219643,0
9245,0.260210692,0
5774,0.260104964,0
4350,0.260025777,1
113,0.260021186,0
9751,0.260015151,1
1366,0.260000926,1
9398,0.259981873,0
4417,0.259908951,0
8932,0.259875493,1
6674,0.259858734,0
9193,0.259778089,0
1090,0.259752614,0
5546,0.259687066,0
861,0.259650042,1
8064,0.259585705,0
5523,0.259536057,0
4253,0.259527132,0
3616,0.259393868,1
653,0.259358103,0
3489,0.259353923,0
7843,0.259344187,0
5307,0.259270149,1
8505,0.259143238,1
2944,0.25910801,0
6368,0.25910801,0
8700,0.259011072,0
3453,0.25896932,1
1444,0.258925529,1
8301,0.25879594,0
537,0.258785212,0
4919,0.258779212,1
3037,0.258722255,0
219,0.258706058,1
7183,0.258666548,0
8814,0.258643763,0
7698,0.258582493,0
1870,0.25844053,0
1661,0.258370103,0
4736,0.258305787,0
3153,0.258302027,1
8961,0.25816672,1
7165,0.258049575,0
5061,0.25782703,0
7328,0.25780504,1
8472,0.257375675,1
3800,0.257317822,0
7334,0.257142417,0
7788,0.257130897,0
9940,0.257130897,0
2545,0.257099587,0
9637,0.257090524,1
7984,0.257085658,0
1718,0.257055944,1
2532,0.257015692,0
2800,0.256993334,0
8930,0.256987217,0
4329,0.256789414,0
692,0.256765654,0
7357,0.256753553,0
5140,0.256692581,1
9154,0.256671302,1
6244,0.256602358,0
6400,0.256474854,1
8,0.256426658,1
952,0.256363726,0
4334,0.256331293,0
2863,0.256283126,0
211,0.256228657,0
4454,0.256222897,0
266,0.256209457,0
7892,0.256162503,0
4622,0.256157046,0
5150,0.256137918,0
6521,0.256027893,0
4953,0.25600335,0
8330,0.255993389,0
4942,0.255983868,1
5538,0.255847261,0
7761,0.255835327,1
798,0.255802072,0
5182,0.255774204,0
1344,0.255711007,0
1762,0.255706081,1
1922,0.255680256,1
762,0.255573903,1
5985,0.255506468,0
1758,0.255288878,1
1174,0.255262059,0
8195,0.255228964,0
8577,0.255170318,0
1933,0.255165038,0
3822,0.255165038,0
8393,0.255122162,1
4612,0.255114508,0
8161,0.254888523,0
8846,0.254755783,0
3128,0.254731847,1
192,0.254723169,0
6394,0.254538647,0
3584,0.254476355,1
3812,0.254406685,0
6416,0.254406685,0
7276,0.254406685,0
8601,0.25423071,1
898,0.254067583,0
1330,0.254067583,1
4021,0.254027699,0
4255,0.253970624,0
5920,0.253970066,0
7487,0.253970066,0
8201,0.253631347,1
1054,0.253630528,0
4967,0.253629989,0
3925,0.25354879,0
5312,0.25354879,0
7952,0.25354879,0
2871,0.253209086,0
9921,0.253171823,1
9943,0.253109193,0
9083,0.253102757,0
5816,0.252905066,0
2214,0.252692635,1
7410,0.2526895,0
8681,0.252557516,1
7431,0.252539986,0
3138,0.252536897,1
7608,0.252454575,0
62,0.252157203,0
8384,0.251972142,0
9350,0.251922128,0
6,0.251910412,1
6978,0.251898656,0
1683,0.251784354,0
280,0.251683179,1
8273,0.251671195,0
6645,0.251615898,0
3208,0.251611583,0
1964,0.251533572,0
5789,0.251363493,1
6877,0.251363493,0
7547,0.251363493,0
5743,0.251345133,1
2156,0.251295897,0
8856,0.25118626,0
8221,0.251162442,1
2515,0.251068384,0
3980,0.251027082,1
4309,0.251027082,0
8803,0.251027082,0
9653,0.251027082,1
3860,0.250793328,0
5279,0.250760476,1
1052,0.250753924,0
6034,0.250706023,0
2307,0.250691411,0
916,0.250594313,0
5273,0.250594313,1
7210,0.250594313,1
2185,0.250512412,0
3805,0.250512412,0
8666,0.250512412,0
8830,0.250512412,0
9882,0.250512412,0
5631,0.250500062,0
5815,0.250183267,0
7954,0.250162942,0
4544,0.25010303,1
5838,0.250066752,0
7294,0.24995937,0
6155,0.249859344,0
7005,0.249788692,0
7131,0.249538828,0
1422,0.249483326,0
5754,0.249426923,0
4956,0.249292391,0
5964,0.249274689,0
7947,0.24913361,0
8412,0.249090899,0
6829,0.249084787,0
6018,0.249078148,0
2366,0.2490699,0
6311,0.249064639,0
552,0.248979147,1
3668,0.24890584,0
2162,0.248896564,0
2100,0.248891047,0
9987,0.248606497,0
8071,0.248536715,0
4977,0.248484334,0
9972,0.248458717,0
5452,0.248449074,0
9379,0.248371965,0
8259,0.248211509,0
9884,0.24816139,0
9318,0.248144095,1
4304,0.248079226,1
9356,0.248010869,0
5457,0.247975639,0
2128,0.247966805,0
8205,0.247937938,0
4652,0.247937713,0
8979,0.2479342,0
3427,0.247914905,0
9892,0.247914905,0
4449,0.247895867,0
4070,0.247890787,0
3531,0.24783359,1
2163,0.247742269,0
6551,0.247633472,1
7798,0.247572329,0
4366,0.24750034,0
4413,0.24750034,0
9397,0.24750034,0
8155,0.247419927,1
6856,0.247273155,1
3365,0.247071646,0
8750,0.247071646,0
6027,0.247016102,0
5074,0.246953226,0
6798,0.246937751,0
1610,0.2468573,0
1842,0.246744589,0
388,0.246737752,0
4699,0.246737752,0
6032,0.246676853,0
2390,0.24658767,0
1450,0.246509999,0
129,0.246423612,0
6262,0.246415291,0
1188,0.246266676,1
780,0.246253106,0
9607,0.246127743,0
947,0.246091638,1
8567,0.246091638,1
9014,0.246084146,0
2896,0.246004354,0
216,0.245976879,1
6899,0.245888891,0
272,0.24576993,1
4248,0.245758636,0
4412,0.245699001,1
7473,0.245632842,0
7470,0.24554395,0
8298,0.245504517,0
6823,0.245468677,0
662,0.245353082,0
2286,0.245324548,1
363,0.24505147,0
5988,0.245040364,0
4928,0.245019042,1
5874,0.245019042,1
1644,0.244588724,0
9018,0.244565201,0
1755,0.244550088,0
3307,0.24451267,0
9456,0.244181112,0
4856,0.244134017,0
8191,0.244087472,0
8468,0.243756305,0
1079,0.243674794,0
8677,0.243653841,0
9781,0.243539888,0
4346,0.243514881,1
9316,0.243514064,0
8734,0.243462181,1
4514,0.243444734,0
6725,0.243444734,1
4488,0.243401816,0
8492,0.243398512,0
2124,0.243375133,0
4920,0.243356305,0
9273,0.243337938,0
7365,0.243234132,0
2009,0.243217521,0
9091,0.243115478,0
3095,0.243095056,0
9078,0.242977062,0
9073,0.242861651,0
8708,0.242727091,1
3983,0.24269193,1
8549,0.24269193,0
9559,0.24269193,1
2927,0.242690611,0
8603,0.242690611,0
3172,0.242610457,1
6859,0.242544155,0
398,0.24252862,0
556,0.24237801,1
7082,0.242203096,0
1005,0.242115487,0
2208,0.24210254,0
5367,0.241804888,0
1984,0.241549487,0
4093,0.241549487,0
4307,0.241549487,0
9827,0.241549487,0
1834,0.241523769,1
126,0.241310036,1
2691,0.241276586,0
3044,0.241221978,0
4731,0.241221978,1
7750,0.241221978,1
9481,0.241202692,0
3559,0.241194097,0
2059,0.241127798,0
3494,0.241127798,0
6249,0.241127798,0
8730,0.241103847,0
5934,0.241010297,1
4904,0.240965823,0
5147,0.24093526,0
2089,0.240862023,0
3593,0.240855397,1
2538,0.240846966,0
6067,0.240800679,0
7877,0.240800679,1
6356,0.240768651,0
6029,0.240517252,1
2973,0.240511705,0
213,0.240490373,0
6287,0.240490373,0
5792,0.240365985,1
5979,0.240350784,0
2411,0.240336864,0
3448,0.240300613,1
2297,0.240217151,1
1448,0.240216522,1
2025,0.240163846,1
3166,0.240163846,0
6331,0.240163846,0
7375,0.240137509,1
6076,0.240108552,0
2199,0.240069948,0
6122,0.240069948,0
9817,0.240069948,0
2566,0.239954801,0
1257,0.239945773,0
3102,0.2397597,0
5872,0.239729008,1
5093,0.239664322,1
9393,0.239664322,0
9428,0.239664322,0
625,0.239624598,0
4700,0.23960677,1
4634,0.239577229,0
2078,0.239549845,0
1630,0.239319739,1
9179,0.239239475,0
5726,0.239217422,0
9392,0.238918212,0
3641,0.238868172,0
2049,0.238774617,0
6251,0.238765557,0
2467,0.238685226,0
1708,0.238610873,0
6472,0.238610873,0
2751,0.23860957,1
7591,0.238598043,1
6106,0.23849224,0
6751,0.238438182,1
8560,0.238320849,0
9442,0.238320251,0
3270,0.238293701,0
3329,0.238286097,1
7501,0.238192703,0
3949,0.238172187,0
7142,0.238150876,0
3377,0.238133664,1
7726,0.238113864,0
2212,0.237983909,0
2552,0.237960323,0
572,0.237868317,1
4158,0.237867017,0
9280,0.237867017,0
5678,0.237787899,0
4807,0.237737411,0
7948,0.237665047,0
2580,0.23763846,1
3655,0.237544778,0
3139,0.237542937,1
9932,0.237523357,0
9782,0.237446211,1
3960,0.237423348,1
3105,0.237325277,0
269,0.237236816,1
1571,0.237213294,1
6862,0.237210661,0
323,0.237037477,1
3345,0.237028218,0
6831,0.237022822,0
7575,0.236831392,0
4,0.236741483,0
3145,0.236596151,0
4589,0.236528698,0
2573,0.236520705,0
8107,0.23650023,0
3953,0.236497072,0
1551,0.236417166,0
6253,0.236392552,0
1810,0.236389622,0
6790,0.236325572,0
7780,0.236325572,0
5474,0.236028883,0
9175,0.236001648,0
2875,0.235838804,0
8531,0.235783257,0
4501,0.2356412,0
995,0.235620592,0
2429,0.235588847,0
4537,0.235373572,0
5944,0.235373572,0
1153,0.235361975,0
522,0.235337642,0
4233,0.235282258,0
8094,0.235282258,0
3918,0.235255032,1
3005,0.235251482,0
341,0.23522132,1
9041,0.2351392,0
5031,0.235109186,0
703,0.235054788,0
3375,0.235027046,0
1296,0.235010675,0
9803,0.234873885,0
7098,0.234841848,0
9105,0.234570248,1
8487,0.234553206,1
7928,0.234483025,1
2463,0.234433865,1
1059,0.234402874,0
1162,0.234397947,1
7243,0.23439205,1
3855,0.234362509,0
879,0.234347985,0
4399,0.234334458,0
5336,0.234334458,0
5199,0.234219641,0
9915,0.234206861,0
9349,0.234197371,0
1382,0.23416391,1
2918,0.234015301,1
9172,0.234012427,0
3954,0.233937412,0
1783,0.233929667,1
9051,0.233873622,0
81,0.233866117,0
4177,0.233856446,0
169,0.233843327,1
3890,0.233843327,0
5917,0.233843327,0
8303,0.233843327,0
8883,0.233843327,0
3589,0.233841808,0
9500,0.233754142,0
7697,0.233707593,1
4761,0.233706485,0
3297,0.233582467,0
4754,0.233450452,0
167,0.233423321,1
1657,0.233198424,0
8186,0.233135969,0
8971,0.233109783,0
5926,0.233095043,0
1297,0.232881166,0
5412,0.232807631,0
6766,0.232807631,0
7619,0.232807631,0
7900,0.232807631,0
7993,0.232807631,0
3150,0.232562235,0
8004,0.232559927,1
23,0.232488341,1
8671,0.232487061,0
7994,0.232184693,0
8918,0.232076352,0
402,0.232017139,0
3360,0.231757762,0
9144,0.231688599,0
6684,0.231567617,0
3203,0.231535794,0
5710,0.231456833,0
48,0.231332974,1
3451,0.231328651,0
5552,0.231299209,0
2094,0.231232543,0
8325,0.23122829,0
2934,0.231047396,0
7153,0.231047396,1
3665,0.231041203,0
3553,0.230969914,0
8187,0.230969914,1
7974,0.230683277,0
4735,0.230651114,1
7569,0.230651114,0
7338,0.230630577,1
5483,0.23056108,0
9476,0.23056108,0
3402,0.23054846,0
3132,0.23039036,0
127,0.230333894,1
8543,0.230311365,0
7256,0.230186078,1
6133,0.230064426,0
1678,0.229943125,0
7167,0.229943125,0
7960,0.229943125,0
9522,0.229943125,0
3142,0.229938146,1
5775,0.229851349,0
8341,0.229751504,0
64,0.22961722,0
8089,0.229565504,1
5344,0.229535565,0
9745,0.229523085,1
710,0.229513141,0
294,0.229478173,1
4493,0.229362942,0
3098,0.229272951,0
8818,0.229232459,0
4355,0.229219422,0
6424,0.229183358,0
9971,0.229170179,0
5864,0.229164532,0
5641,0.229148775,1
2519,0.229115988,1
7712,0.228943995,1
769,0.228916971,0
5799,0.228911577,0
1739,0.228806622,0
9524,0.228767819,0
2180,0.22875534,0
2141,0.228557892,0
9059,0.228549666,0
7295,0.228544173,0
2391,0.228496333,0
2363,0.228466188,1
5162,0.228198106,0
9951,0.228152962,0
5691,0.228121296,0
6720,0.228121296,0
6898,0.228003017,1
4217,0.227921697,0
6148,0.227886129,0
7908,0.227845955,0
6932,0.227806525,0
5127,0.227805263,0
7799,0.227716011,0
9504,0.227670674,0
2483,0.227529021,0
4156,0.227523468,0
6299,0.2274908,1
2310,0.227470668,1
8202,0.227430272,0
1859,0.227400374,0
8593,0.227103431,0
646,0.226911603,1
2321,0.226889953,0
3554,0.226849971,1
1632,0.226783063,1
5933,0.226709842,0
1023,0.22657228,0
7794,0.226553378,0
1454,0.226474922,0
2581,0.226455386,1
3428,0.226447848,0
209,0.226386038,1
8596,0.226348428,1
2653,0.22630966,0
9153,0.226214861,0
681,0.226131789,0
3084,0.22611529,1
7323,0.226052474,1
2706,0.226013878,0
3196,0.226002109,0
1291,0.22577787,0
8391,0.225632167,1
3409,0.22563201,0
7387,0.225622461,0
9131,0.225612709,0
7252,0.225578345,0
5558,0.225434436,0
6572,0.225373654,1
862,0.225346073,1
310,0.225307161,0
2647,0.225297518,0
2681,0.225297518,0
3519,0.225297518,0
3686,0.225297518,0
9143,0.225146494,0
6834,0.225095898,0
8557,0.224981252,0
4279,0.22492757,0
8362,0.224910862,0
1129,0.224789424,0
6916,0.224737456,0
4286,0.224717748,0
7624,0.224582923,0
9596,0.224582923,0
7434,0.224478362,1
1394,0.224442799,0
7268,0.224417364,0
2876,0.224364683,0
750,0.224353623,0
2385,0.224288591,0
4890,0.224220544,1
3441,0.224187022,1
414,0.224174275,1
591,0.224115998,1
5317,0.224083672,0
5220,0.223977574,0
2011,0.223899922,0
3039,0.22388814,0
5107,0.223881977,0
5610,0.22381236,0
8711,0.223804687,0
3004,0.223700575,0
7532,0.22364816,0
1081,0.223578185,0
19,0.223577518,0
1009,0.223577518,1
5328,0.223560905,0
5288,0.223501814,0
6143,0.223501814,0
9069,0.223501814,0
7481,0.223397839,0
903,0.223339041,0
1158,0.223230819,0
8576,0.223102363,0
6267,0.223055154,0
3908,0.222976469,0
9580,0.222902111,0
3893,0.222895262,0
1750,0.222870687,1
2384,0.222831718,0
1031,0.222822064,0
3068,0.222795956,0
2606,0.222633159,0
3996,0.222547726,0
3349,0.222504605,0
123,0.222498618,0
2247,0.222498618,0
7112,0.222498618,0
7752,0.222498618,0
9662,0.222498618,0
517,0.222497377,1
7562,0.22249397,0
9552,0.222450115,0
6098,0.222444909,1
3271,0.222286238,0
4886,0.222234287,0
8899,0.222189265,0
7144,0.222188133,0
3832,0.222100448,0
6460,0.222091189,0
8718,0.221791598,0
225,0.22170224,1
6171,0.221695651,0
3940,0.221656828,0
7412,0.221615521,0
9911,0.221614303,1
5190,0.221578618,0
9977,0.221574079,0
9190,0.221536008,0
577,0.221382371,0
5942,0.22137735,0
1862,0.221353374,0
8869,0.22119039,0
5402,0.221101752,0
2820,0.221098691,0
3378,0.220948958,1
8757,0.220855287,1
9602,0.220826436,0
6226,0.220720566,0
7800,0.220720008,0
6611,0.22071943,0
422,0.220718866,0
1107,0.220718866,0
4036,0.220718866,0
5635,0.220718866,0
5664,0.220718866,0
6370,0.220718866,0
7662,0.220706271,1
9261,0.220644487,0
4131,0.220618501,0
8772,0.220421456,0
5011,0.220129183,1
4867,0.220072578,0
4231,0.220031414,0
4193,0.22001467,0
1121,0.220003069,0
9243,0.21990978,0
5877,0.219810108,0
1722,0.219724628,0
3920,0.219724628,0
5422,0.219724628,0
8605,0.219724628,0
1127,0.219715092,0
5686,0.219648295,1
8952,0.219594601,0
3224,0.219454867,0
5132,0.219453029,0
2018,0.219418149,0
9195,0.219398833,0
387,0.219330021,0
739,0.219330021,0
7623,0.219330021,0
9676,0.219292894,0
3526,0.219220002,0
678,0.219100879,1
9096,0.21902821,0
1070,0.218905211,1
9362,0.218848732,0
7421,0.218821459,0
3024,0.218728976,0
5540,0.218701751,0
6849,0.218676001,0
3416,0.218580997,1
5707,0.218388193,0
3937,0.218380743,0
6426,0.218183551,0
8054,0.218037873,0
6042,0.218035199,0
8798,0.218035199,0
6289,0.217998459,0
680,0.217960844,0
1229,0.217960844,0
1399,0.217960844,1
4600,0.217960844,0
8829,0.217960844,0
5399,0.21775765,1
5894,0.21774432,0
3406,0.217729198,0
1782,0.21765614,0
2045,0.217568522,0
5023,0.217568522,0
9036,0.217568522,0
3836,0.217519075,0
5089,0.217507163,1
1136,0.217487102,0
4745,0.217350523,1
507,0.217348957,0
971,0.21730363,0
1271,0.217275328,0
4088,0.217262994,0
4330,0.217262994,0
9265,0.217262994,0
1466,0.217227973,0
4129,0.217044582,0
312,0.216866732,0
5883,0.216844499,1
1792,0.216828614,0
3387,0.216744563,0
3972,0.216705168,0
6928,0.216671862,0
7222,0.216661512,0
1396,0.216584531,0
6408,0.21653391,1
380,0.216510534,1
5534,0.216281218,0
8424,0.216281218,1
5109,0.216143639,0
9665,0.216128897,0
5248,0.215976998,0
7894,0.215967709,0
8636,0.215818116,1
3408,0.215790721,0
7225,0.215713498,0
842,0.215695824,0
5977,0.215690807,1
7933,0.215648233,0
3176,0.215639402,1
8136,0.215627535,0
4246,0.215512439,0
4602,0.215357759,0
8530,0.215301446,0
978,0.215227767,0
2358,0.215227767,0
7353,0.215227767,0
1209,0.215155448,0
7517,0.215130888,0
6691,0.21507266,0
4712,0.214958904,0
6504,0.21493583,0
5427,0.214925834,0
16,0.214919368,0
7987,0.214839013,0
8377,0.214798623,1
3514,0.214755808,0
9157,0.214699932,1
4620,0.214624648,1
1392,0.214604872,1
9592,0.21452351,0
8021,0.214507251,0
3501,0.214470975,0
2029,0.214251463,0
7585,0.214251463,0
7992,0.214251463,0
1975,0.214080727,0
5170,0.214055109,0
2477,0.214045712,0
4297,0.214009919,0
2076,0.213913608,0
7889,0.213911514,0
2874,0.21382964,0
31,0.213790671,1
9196,0.213668338,1
1756,0.213648691,1
4204,0.213648691,0
1958,0.213569015,1
6605,0.213564857,0
2343,0.213563451,0
7223,0.213503832,0
1512,0.213490205,0
1898,0.213490205,0
3090,0.213489526,0
7968,0.213416918,0
887,0.213337776,0
6705,0.213261767,1
5075,0.213219175,0
8174,0.213172954,0
2234,0.213090979,0
5309,0.213089493,0
4408,0.213020571,0
2666,0.212965215,1
1957,0.212931915,1
3627,0.212686195,1
9162,0.212670919,0
8810,0.212582161,0
2134,0.21253708,0
3165,0.212519648,0
7008,0.212519648,0
5007,0.212375307,0
8456,0.212219287,0
5744,0.212201495,0
4824,0.212157683,0
7034,0.212134463,0
9474,0.212134463,1
2504,0.212036175,0
1097,0.21203505,1
4460,0.212020621,0
3533,0.211983592,1
6445,0.211938684,0
3798,0.211920434,1
3052,0.211864194,0
4998,0.211835698,1
633,0.211718984,0
8539,0.211681218,0
830,0.211552317,0
353,0.211505979,0
4161,0.211484935,0
764,0.211429113,0
8508,0.211426813,0
3125,0.211396375,1
7580,0.211379868,0
8289,0.211368075,0
7826,0.211274507,1
7730,0.211177132,1
5362,0.211168415,0
9780,0.211109251,0
8198,0.210879866,0
2335,0.210798076,0
2692,0.210798076,0
4694,0.210778802,0
2626,0.2107398,0
4566,0.210734035,0
7141,0.210583427,0
6066,0.210550141,1
9457,0.210510666,0
5363,0.210504674,0
4684,0.210479087,0
108,0.210427254,0
6046,0.210403486,0
713,0.210323786,0
3580,0.210120845,0
5614,0.210047029,0
4023,0.209995417,0
8983,0.20985793,0
931,0.209854743,0
5203,0.209852792,1
1977,0.209836493,0
9212,0.209836493,0
459,0.209819879,1
6960,0.209766095,0
3159,0.209746015,0
7492,0.209641737,0
2739,0.209546211,1
1267,0.209540103,0
5506,0.209538914,0
8270,0.209538914,1
9180,0.2094506,0
7733,0.209430122,0
122,0.209346405,0
7229,0.209272767,1
2686,0.209157697,0
4151,0.209030748,0
9272,0.209010031,0
9519,0.2089776,0
3873,0.208944096,0
2784,0.208942284,0
3916,0.208932338,0
2537,0.208862012,1
3837,0.208822551,1
8775,0.208788007,0
7241,0.20872126,0
8023,0.208687827,1
3746,0.2086568,0
3093,0.208560535,0
8950,0.208497803,0
3168,0.208456588,1
6144,0.20843974,0
1307,0.20839106,1
2197,0.20838547,1
4473,0.20831482,0
8159,0.208130911,0
5532,0.208005882,0
396,0.207981823,0
8112,0.207802534,0
3546,0.207765498,0
7043,0.207751582,0
6780,0.207604314,1
8249,0.20756049,0
3164,0.207525812,1
2132,0.207472707,0
6976,0.207437954,0
8351,0.207406484,0
1726,0.207381598,0
8376,0.207337179,0
2854,0.20730157,1
5639,0.207178301,0
7266,0.207178301,0
1289,0.20715139,0
1368,0.207123429,1
288,0.20702064,0
9401,0.206995499,0
4496,0.206906713,0
4987,0.206884683,0
7362,0.206884683,1
1856,0.206853611,1
4080,0.206807893,0
5391,0.206728718,1
2000,0.206621896,0
5895,0.206616839,0
1350,0.206507033,0
5225,0.206507033,0
1889,0.206505857,0
4166,0.206505857,0
2320,0.206489336,0
2123,0.206438912,0
4772,0.206299799,0
4101,0.206141507,0
9234,0.206097064,0
7097,0.205991487,1
8146,0.205936293,0
1935,0.205892027,0
4960,0.205877914,0
951,0.205810909,0
5024,0.205777723,0
